SELIC,USD_VALOR,ACEITO/OFERTADO,DURACAO,TAXA_ULTIMO_LEILAO,REJEICAO_MERCADO,TAXA
0.050788,4.9678,1.0,9981,6.199,0,6.0758
0.050788,4.9678,1.0,3680,6.068,0,5.995
0.050788,5.0613,1.0,1939,5.819,0,5.7839
0.050788,5.0613,0.438,6322,6.15,0,6.03
0.050788,5.0613,0.4233333333333333,13627,6.158,0,6.04
0.050788,5.0334,1.0,9967,6.0758,0,6.0173
0.050788,5.0334,1.0,1201,5.575,0,5.7039
0.050788,5.0334,1.0,3666,5.995,0,6.0189
0.050788,5.0007,1.0,6308,6.03,0,5.979
0.050788,5.0007,1.0,1925,5.7839,0,5.55
0.050788,5.0007,1.0,13613,6.04,0,5.994
0.050788,4.9122,1.0,3652,6.0189,0,5.678
0.050788,4.9122,1.0,1187,5.7039,0,5.488
0.050788,4.9122,1.0,9953,6.0173,0,5.835
0.050788,4.9674,1.0,1911,5.55,0,5.5999
0.050788,4.9674,1.0,6294,5.979,0,5.7963
0.050788,4.9674,1.0,13599,5.994,0,5.8479
0.050788,5.0593,1.0,3638,5.678,0,5.568
0.050788,5.0593,0.952,1173,5.488,0,5.577
0.050788,5.0593,0.5853333333333334,9939,5.835,0,5.718
0.050788,4.9292,1.0,1897,5.5999,0,5.3489
0.050788,4.9292,0.888,6280,5.7963,0,5.528
0.050788,4.9292,0.1796666666666666,13585,5.8479,0,5.608
0.050788,4.8533,1.0,3624,5.568,0,5.54
0.050788,4.8533,1.0,1159,5.577,0,5.64
0.050788,4.793,1.0,6266,5.528,0,5.53
0.050788,4.793,0.242,13571,5.608,0,5.59
0.050788,4.793,1.0,1883,5.3489,0,5.417
0.050788,4.7903,1.0,1145,5.64,0,5.5097
0.050788,4.7903,1.0,3610,5.54,0,5.4147
0.050788,4.7903,1.0,9911,5.718,0,5.6167
0.050788,4.8056,0.8028,1869,5.417,0,5.22
0.050788,4.8056,1.0,13557,5.59,0,5.4959
0.050788,4.8056,1.0,6252,5.53,0,5.3959
0.050788,4.8949,1.0,1131,5.5097,0,5.46
0.050788,4.8949,1.0,9897,5.6167,0,5.6074
0.050788,4.8949,1.0,3596,5.4147,0,5.35
0.050788,4.804,1.0,6238,5.3959,0,5.4479
0.050788,4.804,1.0,1855,5.22,0,5.2587
0.050788,4.804,1.0,13543,5.4959,0,5.5773
0.050788,4.7496,1.0,1117,5.46,0,5.275
0.050788,4.7496,0.81,9883,5.6074,0,5.491
0.050788,4.7496,1.0,3582,5.35,0,5.2847
0.050788,4.7752,0.4446666666666666,6224,5.4479,0,5.347
0.050788,4.7752,0.1986666666666666,13529,5.5773,0,5.442
0.050788,4.7752,1.0,1841,5.2587,0,5.139
0.049037,4.9217,1.0,3568,5.2847,0,5.178
0.049037,4.9217,1.0,1103,5.275,0,4.988
0.049037,4.9217,0.2693333333333333,9869,5.491,0,5.41
0.049037,4.9812,1.0,1827,5.139,0,4.946
0.049037,4.9812,0.901,13515,5.442,0,5.328
0.049037,4.9812,1.0,6210,5.347,0,5.218
0.049037,4.9431,1.0,3554,5.178,0,5.2397
0.049037,4.9431,0.6903333333333334,9855,5.41,0,5.515
0.049037,4.9431,1.0,1089,4.988,0,5.104
0.049037,4.8706,0.9093333333333332,6196,5.218,0,5.4
0.049037,4.8706,1.0,1813,4.946,0,5.099
0.049037,4.8706,1.0,13501,5.328,0,5.519
0.049037,4.9705,1.0,1075,5.104,0,5.234
0.049037,4.9705,1.0,9841,5.515,0,5.674
0.049037,4.9705,1.0,3540,5.2397,0,5.422
0.049037,4.9505,1.0,1799,5.099,0,5.283
0.049037,4.9505,0.48,13487,5.519,0,5.676
0.049037,4.9505,0.652,6182,5.4,0,5.555
0.049037,4.8575,1.0,9827,5.674,0,5.718
0.049037,4.8575,1.0,3526,5.422,0,5.5025
0.049037,4.8575,1.0,1061,5.234,0,5.225
0.047279,4.9717,0.294,6168,5.555,0,5.7375
0.047279,4.9717,0.7736666666666666,1785,5.283,0,5.542
0.047279,4.9717,0.579,13473,5.676,0,5.838
0.047279,5.11,1.0,9813,5.718,0,5.945
0.047279,5.11,1.0,3512,5.5025,0,5.815
0.047279,5.11,0.4,1047,5.225,0,5.7475
0.047279,5.0862,0.796,6154,5.7375,0,5.76
0.047279,5.0862,0.7,13459,5.838,0,5.89
0.047279,5.0862,1.0,1771,5.542,0,5.618
0.047279,5.0384,1.0,3498,5.815,0,5.755
0.047279,5.0384,1.0,1033,5.7475,0,5.838
0.047279,5.0384,1.0,9799,5.945,0,5.923
0.047279,5.0065,1.0,6140,5.76,0,5.967
0.047279,5.0065,1.0,1757,5.618,0,5.877
0.047279,5.0065,1.0,13445,5.89,0,6.057
0.047279,5.0575,1.0,3484,5.755,0,5.8864
0.047279,5.0575,0.9393333333333334,9785,5.923,0,5.9979
0.047279,5.0575,1.0,1019,5.838,0,6.14
0.045513,4.867,1.0,1743,5.877,0,5.845
0.045513,4.867,1.0,6126,5.967,0,5.8978
0.045513,4.867,1.0,13431,6.057,0,5.96
0.045513,4.8682,1.0,3470,5.8864,0,5.7568
0.045513,4.8682,1.0,9771,5.9979,0,5.8599
0.045513,4.8682,1.0,1005,6.14,0,5.774
0.045513,4.8806,1.0,1729,5.845,0,5.627
0.045513,4.8806,1.0,13417,5.96,0,5.8349
0.045513,4.8806,1.0,6112,5.8978,0,5.7688
0.045513,4.8867,1.0,9757,5.8599,0,5.783
0.045513,4.8867,1.0,3456,5.7568,0,5.6764
0.045513,4.8867,1.0,991,5.774,0,5.524
0.045513,4.9522,1.0,1715,5.627,0,5.542
0.045513,4.9522,0.96,6098,5.7688,0,5.705
0.045513,4.9522,1.0,13403,5.8349,0,5.7688
0.045513,4.9476,1.0,977,5.524,0,5.4095
0.045513,4.9476,0.3466666666666667,9743,5.783,0,5.754
0.045513,4.9476,1.0,3442,5.6764,0,5.66
0.043739,4.8663,1.0,1701,5.542,0,5.259
0.043739,4.8663,0.5666666666666667,6084,5.705,0,5.517
0.043739,4.8663,0.58,13389,5.7688,0,5.544
